filename,interleaver_type,parameter
bits_00102.npy,none,
bits_00103.npy,none,
bits_00104.npy,none,
bits_00105.npy,none,
bits_00106.npy,none,
bits_00107.npy,none,
bits_00108.npy,none,
bits_00109.npy,none,
bits_00110.npy,none,
bits_00111.npy,none,
bits_00112.npy,none,
bits_00113.npy,none,
bits_00114.npy,none,
bits_00115.npy,none,
bits_00116.npy,none,
bits_00117.npy,none,
bits_00118.npy,none,
bits_00119.npy,none,
bits_00120.npy,none,
bits_00121.npy,none,
bits_00122.npy,none,
bits_00123.npy,none,
bits_00124.npy,none,
bits_00125.npy,none,
bits_00126.npy,none,
bits_00127.npy,none,
bits_00128.npy,none,
bits_00129.npy,none,
bits_00130.npy,none,
bits_00131.npy,none,
bits_00132.npy,none,
bits_00133.npy,none,
bits_00134.npy,none,
bits_00135.npy,none,
bits_00136.npy,none,
bits_00137.npy,none,
bits_00138.npy,none,
bits_00139.npy,none,
bits_00140.npy,none,
bits_00141.npy,none,
bits_00142.npy,none,
bits_00143.npy,none,
bits_00144.npy,none,
bits_00145.npy,none,
bits_00146.npy,none,
bits_00147.npy,none,
bits_00148.npy,none,
bits_00149.npy,none,
bits_00150.npy,none,
bits_00151.npy,none,
bits_00152.npy,none,
bits_00153.npy,none,
bits_00154.npy,none,
bits_00155.npy,none,
bits_00156.npy,none,
bits_00157.npy,none,
bits_00158.npy,none,
bits_00159.npy,none,
bits_00160.npy,none,
bits_00161.npy,none,
bits_00162.npy,none,
bits_00163.npy,none,
bits_00164.npy,none,
bits_00165.npy,none,
bits_00166.npy,none,
bits_00167.npy,none,
bits_00168.npy,none,
bits_00169.npy,none,
bits_00170.npy,none,
bits_00171.npy,none,
bits_00172.npy,none,
bits_00173.npy,none,
bits_00174.npy,none,
bits_00175.npy,none,
bits_00176.npy,none,
bits_00177.npy,none,
bits_00178.npy,none,
bits_00179.npy,none,
bits_00180.npy,none,
bits_00181.npy,none,
bits_00182.npy,none,
bits_00183.npy,none,
bits_00184.npy,none,
bits_00185.npy,none,
bits_00186.npy,none,
bits_00187.npy,none,
bits_00188.npy,none,
bits_00189.npy,none,
bits_00190.npy,none,
bits_00191.npy,none,
bits_00192.npy,none,
bits_00193.npy,none,
bits_00194.npy,none,
bits_00195.npy,none,
bits_00196.npy,none,
bits_00197.npy,none,
bits_00198.npy,none,
bits_00199.npy,none,
bits_00200.npy,none,
bits_00201.npy,none,
bits_00202.npy,none,
bits_00203.npy,none,
bits_00204.npy,none,
bits_00205.npy,none,
bits_00206.npy,none,
bits_00207.npy,none,
bits_00208.npy,none,
bits_00209.npy,none,
bits_00210.npy,none,
bits_00211.npy,none,
bits_00212.npy,none,
bits_00213.npy,none,
bits_00214.npy,none,
bits_00215.npy,none,
bits_00216.npy,none,
bits_00217.npy,none,
bits_00218.npy,none,
bits_00219.npy,none,
bits_00220.npy,none,
bits_00221.npy,none,
bits_00222.npy,none,
bits_00223.npy,none,
bits_00224.npy,none,
bits_00225.npy,none,
bits_00226.npy,none,
bits_00227.npy,none,
bits_00228.npy,none,
bits_00229.npy,none,
bits_00230.npy,none,
bits_00231.npy,none,
bits_00232.npy,none,
bits_00233.npy,none,
bits_00234.npy,none,
bits_00235.npy,none,
bits_00236.npy,none,
bits_00237.npy,none,
bits_00238.npy,none,
bits_00239.npy,none,
bits_00240.npy,none,
bits_00241.npy,none,
bits_00242.npy,none,
bits_00243.npy,none,
bits_00244.npy,none,
bits_00245.npy,none,
bits_00246.npy,none,
bits_00247.npy,none,
bits_00248.npy,none,
bits_00249.npy,none,
bits_00250.npy,block,8
bits_00251.npy,block,8
bits_00252.npy,block,8
bits_00253.npy,block,8
bits_00254.npy,block,8
bits_00255.npy,block,8
bits_00256.npy,block,8
bits_00257.npy,block,8
bits_00258.npy,block,8
bits_00259.npy,block,8
bits_00260.npy,block,8
bits_00261.npy,block,8
bits_00262.npy,block,8
bits_00263.npy,block,8
bits_00264.npy,block,8
bits_00265.npy,block,8
bits_00266.npy,block,8
bits_00267.npy,block,8
bits_00268.npy,block,8
bits_00269.npy,block,8
bits_00270.npy,block,8
bits_00271.npy,block,8
bits_00272.npy,block,8
bits_00273.npy,block,8
bits_00274.npy,block,8
bits_00275.npy,block,8
bits_00276.npy,block,8
bits_00277.npy,block,8
bits_00278.npy,block,8
bits_00279.npy,block,8
bits_00280.npy,block,8
bits_00281.npy,block,8
bits_00282.npy,block,8
bits_00283.npy,block,8
bits_00284.npy,block,8
bits_00285.npy,block,8
bits_00286.npy,block,8
bits_00287.npy,block,8
bits_00288.npy,block,8
bits_00289.npy,block,8
bits_00290.npy,block,8
bits_00291.npy,block,8
bits_00292.npy,block,8
bits_00293.npy,block,8
bits_00294.npy,block,8
bits_00295.npy,block,8
bits_00296.npy,block,8
bits_00297.npy,block,8
bits_00298.npy,block,8
bits_00299.npy,block,8
bits_00300.npy,block,8
bits_00301.npy,block,8
bits_00302.npy,block,8
bits_00303.npy,block,8
bits_00304.npy,block,8
bits_00305.npy,block,8
bits_00306.npy,block,8
bits_00307.npy,block,8
bits_00308.npy,block,8
bits_00309.npy,block,8
bits_00310.npy,block,8
bits_00311.npy,block,8
bits_00312.npy,block,8
bits_00313.npy,block,8
bits_00314.npy,block,8
bits_00315.npy,block,8
bits_00316.npy,block,8
bits_00317.npy,block,8
bits_00318.npy,block,8
bits_00319.npy,block,8
bits_00320.npy,block,8
bits_00321.npy,block,8
bits_00322.npy,block,8
bits_00323.npy,block,8
bits_00324.npy,block,8
bits_00325.npy,block,8
bits_00326.npy,block,8
bits_00327.npy,block,8
bits_00328.npy,block,8
bits_00329.npy,block,8
bits_00330.npy,block,8
bits_00331.npy,block,8
bits_00332.npy,block,8
bits_00333.npy,block,8
bits_00334.npy,block,8
bits_00335.npy,block,8
bits_00336.npy,block,8
bits_00337.npy,block,8
bits_00338.npy,block,8
bits_00339.npy,block,8
bits_00340.npy,block,8
bits_00341.npy,block,8
bits_00342.npy,block,8
bits_00343.npy,block,8
bits_00344.npy,block,8
bits_00345.npy,block,8
bits_00346.npy,block,8
bits_00347.npy,block,8
bits_00348.npy,block,8
bits_00349.npy,block,8
bits_00350.npy,block,8
bits_00351.npy,block,8
bits_00352.npy,block,8
bits_00353.npy,block,8
bits_00354.npy,block,8
bits_00355.npy,block,8
bits_00356.npy,block,8
bits_00357.npy,block,8
bits_00358.npy,block,8
bits_00359.npy,block,8
bits_00360.npy,block,8
bits_00361.npy,block,8
bits_00362.npy,block,8
bits_00363.npy,block,8
bits_00364.npy,block,8
bits_00365.npy,block,8
bits_00366.npy,block,8
bits_00367.npy,block,8
bits_00368.npy,block,8
bits_00369.npy,block,8
bits_00370.npy,block,8
bits_00371.npy,block,8
bits_00372.npy,block,8
bits_00373.npy,block,8
bits_00374.npy,block,8
bits_00375.npy,block,8
bits_00376.npy,block,8
bits_00377.npy,block,8
bits_00378.npy,block,8
bits_00379.npy,block,8
bits_00380.npy,block,8
bits_00381.npy,block,8
bits_00382.npy,block,8
bits_00383.npy,block,8
bits_00384.npy,block,8
bits_00385.npy,block,8
bits_00386.npy,block,8
bits_00387.npy,block,8
bits_00388.npy,block,8
bits_00389.npy,block,8
bits_00390.npy,block,8
bits_00391.npy,block,8
bits_00392.npy,block,8
bits_00393.npy,block,8
bits_00394.npy,block,8
bits_00395.npy,block,8
bits_00396.npy,block,8
bits_00397.npy,block,8
bits_00398.npy,block,8
bits_00399.npy,block,8
bits_00400.npy,block,8
bits_00401.npy,block,8
bits_00402.npy,block,8
bits_00403.npy,block,8
bits_00404.npy,block,8
bits_00405.npy,block,8
bits_00406.npy,block,8
bits_00407.npy,block,8
bits_00408.npy,block,8
bits_00409.npy,block,8
bits_00410.npy,block,8
bits_00411.npy,block,8
bits_00412.npy,block,8
bits_00413.npy,block,8
bits_00414.npy,block,8
bits_00415.npy,block,8
bits_00416.npy,block,8
bits_00417.npy,block,8
bits_00418.npy,block,8
bits_00419.npy,block,8
bits_00420.npy,block,8
bits_00421.npy,block,8
bits_00422.npy,block,8
bits_00423.npy,block,8
bits_00424.npy,block,8
bits_00425.npy,block,8
bits_00426.npy,block,8
bits_00427.npy,block,8
bits_00428.npy,block,8
bits_00429.npy,block,8
bits_00430.npy,block,8
bits_00431.npy,block,8
bits_00432.npy,block,8
bits_00433.npy,block,8
bits_00434.npy,block,8
bits_00435.npy,block,8
bits_00436.npy,block,8
bits_00437.npy,block,8
bits_00438.npy,block,8
bits_00439.npy,block,8
bits_00440.npy,block,8
bits_00441.npy,block,8
bits_00442.npy,block,8
bits_00443.npy,block,8
bits_00444.npy,block,8
bits_00445.npy,block,8
bits_00446.npy,block,8
bits_00447.npy,block,8
bits_00448.npy,block,8
bits_00449.npy,block,8
bits_00450.npy,block,8
bits_00451.npy,block,8
bits_00452.npy,block,8
bits_00453.npy,block,8
bits_00454.npy,block,8
bits_00455.npy,block,8
bits_00456.npy,block,8
bits_00457.npy,block,8
bits_00458.npy,block,8
bits_00459.npy,block,8
bits_00460.npy,block,8
bits_00461.npy,block,8
bits_00462.npy,block,8
bits_00463.npy,block,8
bits_00464.npy,block,8
bits_00465.npy,block,8
bits_00466.npy,block,8
bits_00467.npy,block,8
bits_00468.npy,block,8
bits_00469.npy,block,8
bits_00470.npy,block,8
bits_00471.npy,block,8
bits_00472.npy,block,8
bits_00473.npy,block,8
bits_00474.npy,block,8
bits_00475.npy,block,8
bits_00476.npy,block,8
bits_00477.npy,block,8
bits_00478.npy,block,8
bits_00479.npy,block,8
bits_00480.npy,block,8
bits_00481.npy,block,8
bits_00482.npy,block,8
bits_00483.npy,block,8
bits_00484.npy,block,8
bits_00485.npy,block,8
bits_00486.npy,block,8
bits_00487.npy,block,8
bits_00488.npy,block,8
bits_00489.npy,block,8
bits_00490.npy,block,8
bits_00491.npy,block,8
bits_00492.npy,block,8
bits_00493.npy,block,8
bits_00494.npy,block,8
bits_00495.npy,block,8
bits_00496.npy,block,8
bits_00497.npy,block,8
bits_00498.npy,block,8
bits_00499.npy,block,8
bits_00500.npy,diagonal,8
bits_00501.npy,diagonal,8
bits_00502.npy,diagonal,8
bits_00503.npy,diagonal,8
bits_00504.npy,diagonal,8
bits_00505.npy,diagonal,8
bits_00506.npy,diagonal,8
bits_00507.npy,diagonal,8
bits_00508.npy,diagonal,8
bits_00509.npy,diagonal,8
bits_00510.npy,diagonal,8
bits_00511.npy,diagonal,8
bits_00512.npy,diagonal,8
bits_00513.npy,diagonal,8
bits_00514.npy,diagonal,8
bits_00515.npy,diagonal,8
bits_00516.npy,diagonal,8
bits_00517.npy,diagonal,8
bits_00518.npy,diagonal,8
bits_00519.npy,diagonal,8
bits_00520.npy,diagonal,8
bits_00521.npy,diagonal,8
bits_00522.npy,diagonal,8
bits_00523.npy,diagonal,8
bits_00524.npy,diagonal,8
bits_00525.npy,diagonal,8
bits_00526.npy,diagonal,8
bits_00527.npy,diagonal,8
bits_00528.npy,diagonal,8
bits_00529.npy,diagonal,8
bits_00530.npy,diagonal,8
bits_00531.npy,diagonal,8
bits_00532.npy,diagonal,8
bits_00533.npy,diagonal,8
bits_00534.npy,diagonal,8
bits_00535.npy,diagonal,8
bits_00536.npy,diagonal,8
bits_00537.npy,diagonal,8
bits_00538.npy,diagonal,8
bits_00539.npy,diagonal,8
bits_00540.npy,diagonal,8
bits_00541.npy,diagonal,8
bits_00542.npy,diagonal,8
bits_00543.npy,diagonal,8
bits_00544.npy,diagonal,8
bits_00545.npy,diagonal,8
bits_00546.npy,diagonal,8
bits_00547.npy,diagonal,8
bits_00548.npy,diagonal,8
bits_00549.npy,diagonal,8
bits_00550.npy,diagonal,8
bits_00551.npy,diagonal,8
bits_00552.npy,diagonal,8
bits_00553.npy,diagonal,8
bits_00554.npy,diagonal,8
bits_00555.npy,diagonal,8
bits_00556.npy,diagonal,8
bits_00557.npy,diagonal,8
bits_00558.npy,diagonal,8
bits_00559.npy,diagonal,8
bits_00560.npy,diagonal,8
bits_00561.npy,diagonal,8
bits_00562.npy,diagonal,8
bits_00563.npy,diagonal,8
bits_00564.npy,diagonal,8
bits_00565.npy,diagonal,8
bits_00566.npy,diagonal,8
bits_00567.npy,diagonal,8
bits_00568.npy,diagonal,8
bits_00569.npy,diagonal,8
bits_00570.npy,diagonal,8
bits_00571.npy,diagonal,8
bits_00572.npy,diagonal,8
bits_00573.npy,diagonal,8
bits_00574.npy,diagonal,8
bits_00575.npy,diagonal,8
bits_00576.npy,diagonal,8
bits_00577.npy,diagonal,8
bits_00578.npy,diagonal,8
bits_00579.npy,diagonal,8
bits_00580.npy,diagonal,8
bits_00581.npy,diagonal,8
bits_00582.npy,diagonal,8
bits_00583.npy,diagonal,8
bits_00584.npy,diagonal,8
bits_00585.npy,diagonal,8
bits_00586.npy,diagonal,8
bits_00587.npy,diagonal,8
bits_00588.npy,diagonal,8
bits_00589.npy,diagonal,8
bits_00590.npy,diagonal,8
bits_00591.npy,diagonal,8
bits_00592.npy,diagonal,8
bits_00593.npy,diagonal,8
bits_00594.npy,diagonal,8
bits_00595.npy,diagonal,8
bits_00596.npy,diagonal,8
bits_00597.npy,diagonal,8
bits_00598.npy,diagonal,8
bits_00599.npy,diagonal,8
bits_00600.npy,diagonal,8
bits_00601.npy,diagonal,8
bits_00602.npy,diagonal,8
bits_00603.npy,diagonal,8
bits_00604.npy,diagonal,8
bits_00605.npy,diagonal,8
bits_00606.npy,diagonal,8
bits_00607.npy,diagonal,8
bits_00608.npy,diagonal,8
bits_00609.npy,diagonal,8
bits_00610.npy,diagonal,8
bits_00611.npy,diagonal,8
bits_00612.npy,diagonal,8
bits_00613.npy,diagonal,8
bits_00614.npy,diagonal,8
bits_00615.npy,diagonal,8
bits_00616.npy,diagonal,8
bits_00617.npy,diagonal,8
bits_00618.npy,diagonal,8
bits_00619.npy,diagonal,8
bits_00620.npy,diagonal,8
bits_00621.npy,diagonal,8
bits_00622.npy,diagonal,8
bits_00623.npy,diagonal,8
bits_00624.npy,diagonal,8
bits_00625.npy,diagonal,8
bits_00626.npy,diagonal,8
bits_00627.npy,diagonal,8
bits_00628.npy,diagonal,8
bits_00629.npy,diagonal,8
bits_00630.npy,diagonal,8
bits_00631.npy,diagonal,8
bits_00632.npy,diagonal,8
bits_00633.npy,diagonal,8
bits_00634.npy,diagonal,8
bits_00635.npy,diagonal,8
bits_00636.npy,diagonal,8
bits_00637.npy,diagonal,8
bits_00638.npy,diagonal,8
bits_00639.npy,diagonal,8
bits_00640.npy,diagonal,8
bits_00641.npy,diagonal,8
bits_00642.npy,diagonal,8
bits_00643.npy,diagonal,8
bits_00644.npy,diagonal,8
bits_00645.npy,diagonal,8
bits_00646.npy,diagonal,8
bits_00647.npy,diagonal,8
bits_00648.npy,diagonal,8
bits_00649.npy,diagonal,8
bits_00650.npy,diagonal,8
bits_00651.npy,diagonal,8
bits_00652.npy,diagonal,8
bits_00653.npy,diagonal,8
bits_00654.npy,diagonal,8
bits_00655.npy,diagonal,8
bits_00656.npy,diagonal,8
bits_00657.npy,diagonal,8
bits_00658.npy,diagonal,8
bits_00659.npy,diagonal,8
bits_00660.npy,diagonal,8
bits_00661.npy,diagonal,8
bits_00662.npy,diagonal,8
bits_00663.npy,diagonal,8
bits_00664.npy,diagonal,8
bits_00665.npy,diagonal,8
bits_00666.npy,diagonal,8
bits_00667.npy,diagonal,8
bits_00668.npy,diagonal,8
bits_00669.npy,diagonal,8
bits_00670.npy,diagonal,8
bits_00671.npy,diagonal,8
bits_00672.npy,diagonal,8
bits_00673.npy,diagonal,8
bits_00674.npy,diagonal,8
bits_00675.npy,diagonal,8
bits_00676.npy,diagonal,8
bits_00677.npy,diagonal,8
bits_00678.npy,diagonal,8
bits_00679.npy,diagonal,8
bits_00680.npy,diagonal,8
bits_00681.npy,diagonal,8
bits_00682.npy,diagonal,8
bits_00683.npy,diagonal,8
bits_00684.npy,diagonal,8
bits_00685.npy,diagonal,8
bits_00686.npy,diagonal,8
bits_00687.npy,diagonal,8
bits_00688.npy,diagonal,8
bits_00689.npy,diagonal,8
bits_00690.npy,diagonal,8
bits_00691.npy,diagonal,8
bits_00692.npy,diagonal,8
bits_00693.npy,diagonal,8
bits_00694.npy,diagonal,8
bits_00695.npy,diagonal,8
bits_00696.npy,diagonal,8
bits_00697.npy,diagonal,8
bits_00698.npy,diagonal,8
bits_00699.npy,diagonal,8
bits_00700.npy,diagonal,8
bits_00701.npy,diagonal,8
bits_00702.npy,diagonal,8
bits_00703.npy,diagonal,8
bits_00704.npy,diagonal,8
bits_00705.npy,diagonal,8
bits_00706.npy,diagonal,8
bits_00707.npy,diagonal,8
bits_00708.npy,diagonal,8
bits_00709.npy,diagonal,8
bits_00710.npy,diagonal,8
bits_00711.npy,diagonal,8
bits_00712.npy,diagonal,8
bits_00713.npy,diagonal,8
bits_00714.npy,diagonal,8
bits_00715.npy,diagonal,8
bits_00716.npy,diagonal,8
bits_00717.npy,diagonal,8
bits_00718.npy,diagonal,8
bits_00719.npy,diagonal,8
bits_00720.npy,diagonal,8
bits_00721.npy,diagonal,8
bits_00722.npy,diagonal,8
bits_00723.npy,diagonal,8
bits_00724.npy,diagonal,8
bits_00725.npy,diagonal,8
bits_00726.npy,diagonal,8
bits_00727.npy,diagonal,8
bits_00728.npy,diagonal,8
bits_00729.npy,diagonal,8
bits_00730.npy,diagonal,8
bits_00731.npy,diagonal,8
bits_00732.npy,diagonal,8
bits_00733.npy,diagonal,8
bits_00734.npy,diagonal,8
bits_00735.npy,diagonal,8
bits_00736.npy,diagonal,8
bits_00737.npy,diagonal,8
bits_00738.npy,diagonal,8
bits_00739.npy,diagonal,8
bits_00740.npy,diagonal,8
bits_00741.npy,diagonal,8
bits_00742.npy,diagonal,8
bits_00743.npy,diagonal,8
bits_00744.npy,diagonal,8
bits_00745.npy,diagonal,8
bits_00746.npy,diagonal,8
bits_00747.npy,diagonal,8
bits_00748.npy,diagonal,8
bits_00749.npy,diagonal,8
bits_00750.npy,pseudo_random,750
bits_00751.npy,pseudo_random,751
bits_00752.npy,pseudo_random,752
bits_00753.npy,pseudo_random,753
bits_00754.npy,pseudo_random,754
bits_00755.npy,pseudo_random,755
bits_00756.npy,pseudo_random,756
bits_00757.npy,pseudo_random,757
bits_00758.npy,pseudo_random,758
bits_00759.npy,pseudo_random,759
bits_00760.npy,pseudo_random,760
bits_00761.npy,pseudo_random,761
bits_00762.npy,pseudo_random,762
bits_00763.npy,pseudo_random,763
bits_00764.npy,pseudo_random,764
bits_00765.npy,pseudo_random,765
bits_00766.npy,pseudo_random,766
bits_00767.npy,pseudo_random,767
bits_00768.npy,pseudo_random,768
bits_00769.npy,pseudo_random,769
bits_00770.npy,pseudo_random,770
bits_00771.npy,pseudo_random,771
bits_00772.npy,pseudo_random,772
bits_00773.npy,pseudo_random,773
bits_00774.npy,pseudo_random,774
bits_00775.npy,pseudo_random,775
bits_00776.npy,pseudo_random,776
bits_00777.npy,pseudo_random,777
bits_00778.npy,pseudo_random,778
bits_00779.npy,pseudo_random,779
bits_00780.npy,pseudo_random,780
bits_00781.npy,pseudo_random,781
bits_00782.npy,pseudo_random,782
bits_00783.npy,pseudo_random,783
bits_00784.npy,pseudo_random,784
bits_00785.npy,pseudo_random,785
bits_00786.npy,pseudo_random,786
bits_00787.npy,pseudo_random,787
bits_00788.npy,pseudo_random,788
bits_00789.npy,pseudo_random,789
bits_00790.npy,pseudo_random,790
bits_00791.npy,pseudo_random,791
bits_00792.npy,pseudo_random,792
bits_00793.npy,pseudo_random,793
bits_00794.npy,pseudo_random,794
bits_00795.npy,pseudo_random,795
bits_00796.npy,pseudo_random,796
bits_00797.npy,pseudo_random,797
bits_00798.npy,pseudo_random,798
bits_00799.npy,pseudo_random,799
bits_00800.npy,pseudo_random,800
bits_00801.npy,pseudo_random,801
bits_00802.npy,pseudo_random,802
bits_00803.npy,pseudo_random,803
bits_00804.npy,pseudo_random,804
bits_00805.npy,pseudo_random,805
bits_00806.npy,pseudo_random,806
bits_00807.npy,pseudo_random,807
bits_00808.npy,pseudo_random,808
bits_00809.npy,pseudo_random,809
bits_00810.npy,pseudo_random,810
bits_00811.npy,pseudo_random,811
bits_00812.npy,pseudo_random,812
bits_00813.npy,pseudo_random,813
bits_00814.npy,pseudo_random,814
bits_00815.npy,pseudo_random,815
bits_00816.npy,pseudo_random,816
bits_00817.npy,pseudo_random,817
bits_00818.npy,pseudo_random,818
bits_00819.npy,pseudo_random,819
bits_00820.npy,pseudo_random,820
bits_00821.npy,pseudo_random,821
bits_00822.npy,pseudo_random,822
bits_00823.npy,pseudo_random,823
bits_00824.npy,pseudo_random,824
bits_00825.npy,pseudo_random,825
bits_00826.npy,pseudo_random,826
bits_00827.npy,pseudo_random,827
bits_00828.npy,pseudo_random,828
bits_00829.npy,pseudo_random,829
bits_00830.npy,pseudo_random,830
bits_00831.npy,pseudo_random,831
bits_00832.npy,pseudo_random,832
bits_00833.npy,pseudo_random,833
bits_00834.npy,pseudo_random,834
bits_00835.npy,pseudo_random,835
bits_00836.npy,pseudo_random,836
bits_00837.npy,pseudo_random,837
bits_00838.npy,pseudo_random,838
bits_00839.npy,pseudo_random,839
bits_00840.npy,pseudo_random,840
bits_00841.npy,pseudo_random,841
bits_00842.npy,pseudo_random,842
bits_00843.npy,pseudo_random,843
bits_00844.npy,pseudo_random,844
bits_00845.npy,pseudo_random,845
bits_00846.npy,pseudo_random,846
bits_00847.npy,pseudo_random,847
bits_00848.npy,pseudo_random,848
bits_00849.npy,pseudo_random,849
bits_00850.npy,pseudo_random,850
bits_00851.npy,pseudo_random,851
bits_00852.npy,pseudo_random,852
bits_00853.npy,pseudo_random,853
bits_00854.npy,pseudo_random,854
bits_00855.npy,pseudo_random,855
bits_00856.npy,pseudo_random,856
bits_00857.npy,pseudo_random,857
bits_00858.npy,pseudo_random,858
bits_00859.npy,pseudo_random,859
bits_00860.npy,pseudo_random,860
bits_00861.npy,pseudo_random,861
bits_00862.npy,pseudo_random,862
bits_00863.npy,pseudo_random,863
bits_00864.npy,pseudo_random,864
bits_00865.npy,pseudo_random,865
bits_00866.npy,pseudo_random,866
bits_00867.npy,pseudo_random,867
bits_00868.npy,pseudo_random,868
bits_00869.npy,pseudo_random,869
bits_00870.npy,pseudo_random,870
bits_00871.npy,pseudo_random,871
bits_00872.npy,pseudo_random,872
bits_00873.npy,pseudo_random,873
bits_00874.npy,pseudo_random,874
bits_00875.npy,pseudo_random,875
bits_00876.npy,pseudo_random,876
bits_00877.npy,pseudo_random,877
bits_00878.npy,pseudo_random,878
bits_00879.npy,pseudo_random,879
bits_00880.npy,pseudo_random,880
bits_00881.npy,pseudo_random,881
bits_00882.npy,pseudo_random,882
bits_00883.npy,pseudo_random,883
bits_00884.npy,pseudo_random,884
bits_00885.npy,pseudo_random,885
bits_00886.npy,pseudo_random,886
bits_00887.npy,pseudo_random,887
bits_00888.npy,pseudo_random,888
bits_00889.npy,pseudo_random,889
bits_00890.npy,pseudo_random,890
bits_00891.npy,pseudo_random,891
bits_00892.npy,pseudo_random,892
bits_00893.npy,pseudo_random,893
bits_00894.npy,pseudo_random,894
bits_00895.npy,pseudo_random,895
bits_00896.npy,pseudo_random,896
bits_00897.npy,pseudo_random,897
bits_00898.npy,pseudo_random,898
bits_00899.npy,pseudo_random,899
bits_00900.npy,pseudo_random,900
bits_00901.npy,pseudo_random,901
bits_00902.npy,pseudo_random,902
bits_00903.npy,pseudo_random,903
bits_00904.npy,pseudo_random,904
bits_00905.npy,pseudo_random,905
bits_00906.npy,pseudo_random,906
bits_00907.npy,pseudo_random,907
bits_00908.npy,pseudo_random,908
bits_00909.npy,pseudo_random,909
bits_00910.npy,pseudo_random,910
bits_00911.npy,pseudo_random,911
bits_00912.npy,pseudo_random,912
bits_00913.npy,pseudo_random,913
bits_00914.npy,pseudo_random,914
bits_00915.npy,pseudo_random,915
bits_00916.npy,pseudo_random,916
bits_00917.npy,pseudo_random,917
bits_00918.npy,pseudo_random,918
bits_00919.npy,pseudo_random,919
bits_00920.npy,pseudo_random,920
bits_00921.npy,pseudo_random,921
bits_00922.npy,pseudo_random,922
bits_00923.npy,pseudo_random,923
bits_00924.npy,pseudo_random,924
bits_00925.npy,pseudo_random,925
bits_00926.npy,pseudo_random,926
bits_00927.npy,pseudo_random,927
bits_00928.npy,pseudo_random,928
bits_00929.npy,pseudo_random,929
bits_00930.npy,pseudo_random,930
bits_00931.npy,pseudo_random,931
bits_00932.npy,pseudo_random,932
bits_00933.npy,pseudo_random,933
bits_00934.npy,pseudo_random,934
bits_00935.npy,pseudo_random,935
bits_00936.npy,pseudo_random,936
bits_00937.npy,pseudo_random,937
bits_00938.npy,pseudo_random,938
bits_00939.npy,pseudo_random,939
bits_00940.npy,pseudo_random,940
bits_00941.npy,pseudo_random,941
bits_00942.npy,pseudo_random,942
bits_00943.npy,pseudo_random,943
bits_00944.npy,pseudo_random,944
bits_00945.npy,pseudo_random,945
bits_00946.npy,pseudo_random,946
bits_00947.npy,pseudo_random,947
bits_00948.npy,pseudo_random,948
bits_00949.npy,pseudo_random,949
bits_00950.npy,pseudo_random,950
bits_00951.npy,pseudo_random,951
bits_00952.npy,pseudo_random,952
bits_00953.npy,pseudo_random,953
bits_00954.npy,pseudo_random,954
bits_00955.npy,pseudo_random,955
